Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
ALPHA CELL	1/2316	0.99999999909194670077994260282139293849468231201171875	0.99999999909194670077994260282139293849468231201171875	0.9999999766561471492565260632545687258243560791015625	0.9999999766561471492565260632545687258243560791015625	1.3701209161276409	-0.0000000012441428187849858	CLU
MAMMARY GLAND	1/2316	0.99999999909194670077994260282139293849468231201171875	0.99999999909194670077994260282139293849468231201171875	0.9999999766561471492565260632545687258243560791015625	0.9999999766561471492565260632545687258243560791015625	1.6118730883678203	-0.000000001463666676480966	G6PD
ENDOMETRIUM (BULK)	2/2316	0.99999998022891289917168933243374340236186981201171875	0.99999999909194670077994260282139293849468231201171875	0.99999954183680050956439799847430549561977386474609375	0.9999999766561471492565260632545687258243560791015625	1.2221000205894421	-0.00000002416224619185487	AKAP13;HEPH
SPERM	2/2316	0.99999998022891289917168933243374340236186981201171875	0.99999999909194670077994260282139293849468231201171875	0.99999954183680050956439799847430549561977386474609375	0.9999999766561471492565260632545687258243560791015625	1.2465040893244745	-0.000000024644741165199523	DNAJC4;DSCR8
DENTATE GRANULE CELL	2/2316	0.99999998022891289917168933243374340236186981201171875	0.99999999909194670077994260282139293849468231201171875	0.99999954183680050956439799847430549561977386474609375	0.9999999766561471492565260632545687258243560791015625	1.2583971086014603	-0.000000024879879087541103	GPR85;LRMP
HUMAN ZYGOTE	2/2316	0.99999998022891289917168933243374340236186981201171875	0.99999999909194670077994260282139293849468231201171875	0.99999954183680050956439799847430549561977386474609375	0.9999999766561471492565260632545687258243560791015625	1.2914351510505395	-0.00000002553307710889993	LRMP;DSCR8
RETINA	2/2316	0.99999998022891289917168933243374340236186981201171875	0.99999999909194670077994260282139293849468231201171875	0.99999954183680050956439799847430549561977386474609375	0.9999999766561471492565260632545687258243560791015625	1.4098281080366464	-0.00000002787383459673653	COLGALT2;DSCR8
OOCYTE	2/2316	0.99999998022891289917168933243374340236186981201171875	0.99999999909194670077994260282139293849468231201171875	0.99999954183680050956439799847430549561977386474609375	0.9999999766561471492565260632545687258243560791015625	1.4158471980001184	-0.000000027992838549848472	LRMP;DSCR8
TRACHEA (BULK TISSUE)	2/2316	0.99999998022891289917168933243374340236186981201171875	0.99999999909194670077994260282139293849468231201171875	0.99999954183680050956439799847430549561977386474609375	0.9999999766561471492565260632545687258243560791015625	1.4409597331678352	-0.00000002848934067488021	ID1;ORAI3
LUNG EPITHELIAL CELL	2/2316	0.99999998022891289917168933243374340236186981201171875	0.99999999909194670077994260282139293849468231201171875	0.99999954183680050956439799847430549561977386474609375	0.9999999766561471492565260632545687258243560791015625	1.4974454563689943	-0.000000029606124839283625	TNNT1;TPT1
BREAST (BULK TISSUE)	2/2316	0.99999998022891289917168933243374340236186981201171875	0.99999999909194670077994260282139293849468231201171875	0.99999954183680050956439799847430549561977386474609375	0.9999999766561471492565260632545687258243560791015625	1.5034487837628447	-0.000000029724817149255567	CFD;GSN
HUMAN EMBRYO	6/2316	0.99995305447319526859217830860870890319347381591796875	0.99999999909194670077994260282139293849468231201171875	0.9994590819199056230814903756254352629184722900390625	0.9999999766561471492565260632545687258243560791015625	0.0010211560108754258	-0.00000004793983216950765	MARCKSL1;UGP2;HEPH;TNNT1;AP1S2;HSD17B4
ALVEOLAR CELL TYPE II	3/2316	0.9999997708263010931517555945902131497859954833984375	0.99999999909194670077994260282139293849468231201171875	0.99999554022282877152605351511738263070583343505859375	0.9999999766561471492565260632545687258243560791015625	0.8910340784342926	-0.00000020420159900566037	PLAUR;ICAM4;SAT1
MORULA	3/2316	0.9999997708263010931517555945902131497859954833984375	0.99999999909194670077994260282139293849468231201171875	0.99999554022282877152605351511738263070583343505859375	0.9999999766561471492565260632545687258243560791015625	0.8924266603491187	-0.00000020452074219068144	TNNT1;CLC;DSCR8
DORSAL STRIATUM	3/2316	0.9999997708263010931517555945902131497859954833984375	0.99999999909194670077994260282139293849468231201171875	0.99999554022282877152605351511738263070583343505859375	0.9999999766561471492565260632545687258243560791015625	0.9678735304001219	-0.00000022181118245247131	COLGALT2;HEPH;PRKCB
SKELETAL MUSCLE SATELLITE CELL	3/2316	0.9999997708263010931517555945902131497859954833984375	0.99999999909194670077994260282139293849468231201171875	0.99999554022282877152605351511738263070583343505859375	0.9999999766561471492565260632545687258243560791015625	1.0112802005838208	-0.00000023175885075557122	LGALS1;ID1;VIM
SENSORY NEURON	3/2316	0.9999997708263010931517555945902131497859954833984375	0.99999999909194670077994260282139293849468231201171875	0.99999554022282877152605351511738263070583343505859375	0.9999999766561471492565260632545687258243560791015625	1.0806195217454206	-0.00000024764960128673606	COLGALT2;HEPH;HYAL3
PODOCYTE	3/2316	0.9999997708263010931517555945902131497859954833984375	0.99999999909194670077994260282139293849468231201171875	0.99999554022282877152605351511738263070583343505859375	0.9999999766561471492565260632545687258243560791015625	1.0930749703735432	-0.0000002505040628474709	LGALS1;HYAL3;MYH9
RENAL CORTEX	3/2316	0.9999997708263010931517555945902131497859954833984375	0.99999999909194670077994260282139293849468231201171875	0.99999554022282877152605351511738263070583343505859375	0.9999999766561471492565260632545687258243560791015625	1.2697668476117074	-0.00000029099719856091676	ACSM3;HEPH;ID1
SPINAL CORD	3/2316	0.9999997708263010931517555945902131497859954833984375	0.99999999909194670077994260282139293849468231201171875	0.99999554022282877152605351511738263070583343505859375	0.9999999766561471492565260632545687258243560791015625	1.332677515623943	-0.0000003054146707020343	COLGALT2;HEPH;ID1
THYROID (BULK TISSUE)	3/2316	0.9999997708263010931517555945902131497859954833984375	0.99999999909194670077994260282139293849468231201171875	0.99999554022282877152605351511738263070583343505859375	0.9999999766561471492565260632545687258243560791015625	1.352272696701673	-0.0000003099053713449424	ID1;LPCAT2;CLU
SPINAL CORD (BULK)	3/2316	0.9999997708263010931517555945902131497859954833984375	0.99999999909194670077994260282139293849468231201171875	0.99999554022282877152605351511738263070583343505859375	0.9999999766561471492565260632545687258243560791015625	1.3742562677359331	-0.00000031494342821134037	COLGALT2;HEPH;ID1
HAIR FOLLICLE	4/2316	0.99999823105527474442766333595500327646732330322265625	0.99999999909194670077994260282139293849468231201171875	0.99997113731749631693190849546226672828197479248046875	0.9999999766561471492565260632545687258243560791015625	0.4337008779654623	-0.000000767193558977415	HEPH;FNDC3B;VIM;DSCR8
CEREBELLUM	4/2316	0.99999823105527474442766333595500327646732330322265625	0.99999999909194670077994260282139293849468231201171875	0.99997113731749631693190849546226672828197479248046875	0.9999999766561471492565260632545687258243560791015625	0.47191434533576865	-0.0000008347911303040455	COLGALT2;HEPH;ID1;GPR85
CHONDROCYTE	5/2316	0.99998979439502411192819408825016580522060394287109375	0.99999999909194670077994260282139293849468231201171875	0.99986019001820725105034171065199188888072967529296875	0.9999999766561471492565260632545687258243560791015625	0.09121624572395895	-0.0000009309217215600214	SMIM14;COLGALT2;CCPG1;FNDC3B;CLU
HEART (BULK TISSUE)	4/2316	0.99999823105527474442766333595500327646732330322265625	0.99999999909194670077994260282139293849468231201171875	0.99997113731749631693190849546226672828197479248046875	0.9999999766561471492565260632545687258243560791015625	0.5650921334807877	-0.0000009996176329386874	COLGALT2;HEPH;TNNT1;ID1
BRAIN (BULK)	4/2316	0.99999823105527474442766333595500327646732330322265625	0.99999999909194670077994260282139293849468231201171875	0.99997113731749631693190849546226672828197479248046875	0.9999999766561471492565260632545687258243560791015625	0.5787292589164552	-0.000001023740975382196	COLGALT2;PRKCB;ROGDI;CLU
NEURONAL PROGENITOR CELLS	4/2316	0.99999823105527474442766333595500327646732330322265625	0.99999999909194670077994260282139293849468231201171875	0.99997113731749631693190849546226672828197479248046875	0.9999999766561471492565260632545687258243560791015625	0.5867390101505363	-0.0000010379097951102662	TLE4;TUBA1A;HEPH;TNNT1
PREADIPOCYTE	4/2316	0.99999823105527474442766333595500327646732330322265625	0.99999999909194670077994260282139293849468231201171875	0.99997113731749631693190849546226672828197479248046875	0.9999999766561471492565260632545687258243560791015625	0.5873351606183626	-0.000001038964353268514	G6PD;LGALS1;WIPI1;VIM
OLIGODENDROCYTE	4/2316	0.99999823105527474442766333595500327646732330322265625	0.99999999909194670077994260282139293849468231201171875	0.99997113731749631693190849546226672828197479248046875	0.9999999766561471492565260632545687258243560791015625	0.6773772517547426	-0.000001198243976313661	MARCKSL1;COLGALT2;TUBA1A;VIM
MOTOR NEURON	4/2316	0.99999823105527474442766333595500327646732330322265625	0.99999999909194670077994260282139293849468231201171875	0.99997113731749631693190849546226672828197479248046875	0.9999999766561471492565260632545687258243560791015625	0.7230403431434863	-0.0000012790195324084104	MARCKSL1;COLGALT2;TUBA1A;HEPH
OVARY (BULK TISSUE)	4/2316	0.99999823105527474442766333595500327646732330322265625	0.99999999909194670077994260282139293849468231201171875	0.99997113731749631693190849546226672828197479248046875	0.9999999766561471492565260632545687258243560791015625	0.738834171160672	-0.000001306957965881784	ACSM3;HEPH;ID1;DSCR8
TESTIS (BULK TISSUE)	4/2316	0.99999823105527474442766333595500327646732330322265625	0.99999999909194670077994260282139293849468231201171875	0.99997113731749631693190849546226672828197479248046875	0.9999999766561471492565260632545687258243560791015625	0.7522789013887353	-0.0000013307409715366183	TLE4;ACSM3;CLU;DSCR8
KERATINOCYTE	4/2316	0.99999823105527474442766333595500327646732330322265625	0.99999999909194670077994260282139293849468231201171875	0.99997113731749631693190849546226672828197479248046875	0.9999999766561471492565260632545687258243560791015625	0.7675187500519114	-0.0000013576994452870687	TNNT1;ID1;HYAL3;TMEM154
KUPFFER CELL	6/2316	0.99995305447319526859217830860870890319347381591796875	0.99999999909194670077994260282139293849468231201171875	0.9994590819199056230814903756254352629184722900390625	0.9999999766561471492565260632545687258243560791015625	0.02949608967459393	-0.0000013847419724284261	G6PD;COLGALT2;LGALS1;TPM4;HEPH;MYH9
GASTRIC TISSUE (BULK)	4/2316	0.99999823105527474442766333595500327646732330322265625	0.99999999909194670077994260282139293849468231201171875	0.99997113731749631693190849546226672828197479248046875	0.9999999766561471492565260632545687258243560791015625	0.8091703743308399	-0.0000014313789315210948	GSN;HEPH;ID1;LYZ
STROMAL CELL	4/2316	0.99999823105527474442766333595500327646732330322265625	0.99999999909194670077994260282139293849468231201171875	0.99997113731749631693190849546226672828197479248046875	0.9999999766561471492565260632545687258243560791015625	0.8637036798136803	-0.0000015278454199276842	TPM4;HEPH;PPP1R18;RUNX1
SKIN (BULK TISSUE)	4/2316	0.99999823105527474442766333595500327646732330322265625	0.99999999909194670077994260282139293849468231201171875	0.99997113731749631693190849546226672828197479248046875	0.9999999766561471492565260632545687258243560791015625	0.9825503972026097	-0.0000017380788797125102	TNNT1;ID1;PLP2;TMEM154
SMALL INTESTINE (BULK TISSUE)	4/2316	0.99999823105527474442766333595500327646732330322265625	0.99999999909194670077994260282139293849468231201171875	0.99997113731749631693190849546226672828197479248046875	0.9999999766561471492565260632545687258243560791015625	1.036163557625309	-0.0000018329176809288483	HEPH;FCGRT;ID1;HSD17B11
SUPERIOR FRONTAL GYRUS	4/2316	0.99999823105527474442766333595500327646732330322265625	0.99999999909194670077994260282139293849468231201171875	0.99997113731749631693190849546226672828197479248046875	0.9999999766561471492565260632545687258243560791015625	1.1116370116776146	-0.0000019664261674560943	COLGALT2;PRKCB;ROGDI;CLU
ATRIUM	5/2316	0.99998979439502411192819408825016580522060394287109375	0.99999999909194670077994260282139293849468231201171875	0.99986019001820725105034171065199188888072967529296875	0.9999999766561471492565260632545687258243560791015625	0.20504023681985323	-0.000002092570339137258	CFD;COLGALT2;GSN;HEPH;ID1
CARDIAC MUSCLE FIBER	5/2316	0.99998979439502411192819408825016580522060394287109375	0.99999999909194670077994260282139293849468231201171875	0.99986019001820725105034171065199188888072967529296875	0.9999999766561471492565260632545687258243560791015625	0.22658895015853942	-0.000002312489117414537	COLGALT2;HEPH;LMO4;TNNT1;ROGDI
FETAL BRAIN	5/2316	0.99998979439502411192819408825016580522060394287109375	0.99999999909194670077994260282139293849468231201171875	0.99986019001820725105034171065199188888072967529296875	0.9999999766561471492565260632545687258243560791015625	0.28620218791877877	-0.0000029208813778400555	MARCKSL1;COLGALT2;TUBA1A;VIM;CLU
MELANOCYTE	6/2316	0.99995305447319526859217830860870890319347381591796875	0.99999999909194670077994260282139293849468231201171875	0.9994590819199056230814903756254352629184722900390625	0.9999999766561471492565260632545687258243560791015625	0.06586189747710412	-0.0000030919940516345585	ZEB2;G6PD;GSN;LGALS1;AP1S2;WIPI1
ESOPHAGUS (BULK TISSUE)	5/2316	0.99998979439502411192819408825016580522060394287109375	0.99999999909194670077994260282139293849468231201171875	0.99986019001820725105034171065199188888072967529296875	0.9999999766561471492565260632545687258243560791015625	0.32329387038848173	-0.000003299426368660523	GSN;ID1;PLP2;S100A11;TMEM154
GRANULOSA CELL	5/2316	0.99998979439502411192819408825016580522060394287109375	0.99999999909194670077994260282139293849468231201171875	0.99986019001820725105034171065199188888072967529296875	0.9999999766561471492565260632545687258243560791015625	0.37240538976635146	-0.0000038006416928038873	G6PD;UGP2;ACSM3;MBOAT7;RUNX1
INTESTINAL EPITHELIAL CELL	5/2316	0.99998979439502411192819408825016580522060394287109375	0.99999999909194670077994260282139293849468231201171875	0.99986019001820725105034171065199188888072967529296875	0.9999999766561471492565260632545687258243560791015625	0.41185420518102034	-0.000004203242774090016	G6PD;LGALS1;ID1;PLAUR;MYH9
WHARTONS JELLY	5/2316	0.99998979439502411192819408825016580522060394287109375	0.99999999909194670077994260282139293849468231201171875	0.99986019001820725105034171065199188888072967529296875	0.9999999766561471492565260632545687258243560791015625	0.41335947108031396	-0.000004218605001632427	LGALS1;TPM4;ID1;PLAUR;VIM
RESPIRATORY SMOOTH MUSCLE	5/2316	0.99998979439502411192819408825016580522060394287109375	0.99999999909194670077994260282139293849468231201171875	0.99986019001820725105034171065199188888072967529296875	0.9999999766561471492565260632545687258243560791015625	0.49659863654725683	-0.000005068115377801665	G6PD;COLGALT2;LGALS1;HEPH;WIPI1
OSTEOBLAST	6/2316	0.99995305447319526859217830860870890319347381591796875	0.99999999909194670077994260282139293849468231201171875	0.9994590819199056230814903756254352629184722900390625	0.9999999766561471492565260632545687258243560791015625	0.12330967801740537	-0.0000057889736789216205	G6PD;COLGALT2;LGALS1;TPM4;HEPH;MYH9
SKELETAL MUSCLE (BULK TISSUE)	6/2316	0.99995305447319526859217830860870890319347381591796875	0.99999999909194670077994260282139293849468231201171875	0.9994590819199056230814903756254352629184722900390625	0.9999999766561471492565260632545687258243560791015625	0.19267471849498632	-0.000009045428484564444	CFD;COLGALT2;TNNT1;ID1;WIPI1;ARHGEF6
OMENTUM	6/2316	0.99995305447319526859217830860870890319347381591796875	0.99999999909194670077994260282139293849468231201171875	0.9994590819199056230814903756254352629184722900390625	0.9999999766561471492565260632545687258243560791015625	0.34690949832394485	-0.000016286231438231094	CFD;TYROBP;GSN;HEPH;FCGRT;ID1
