Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
COLON (BULK TISSUE)	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.4119785792832415	-0.02570597738711027	CNN1;COL18A1;CD7
OLIGODENDROCYTE	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.4155256927289904	-0.02592730447208778	TMOD1;CNN1;COL18A1
TESTIS (BULK TISSUE)	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.4235287806052999	-0.026426668289336222	CNN1;SMIM1;REEP6
NEURONAL EPITHELIUM	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.47677338236231925	-0.029748939391714642	TCF4;ZFP36L1;ZNF431
RETINA	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.47922731746299624	-0.02990205609093038	MYL4;REEP6;FAM83A
SUPERIOR FRONTAL GYRUS	4/2316	0.84602487985088081767770518126781098544597625732421875	0.9978911988504624019924449385143816471099853515625	0.76413764018864427374211345522780902683734893798828125	0.99541467041390474523865350420237518846988677978515625	0.19056352524630604	-0.031863462180515646	TMOD1;HBA2;APOE;REEP6
PODOCYTE	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.5110157014706712	-0.03188553659590165	CNN1;COL18A1;REEP6
TLYMPHOCYTE	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.5524280079402374	-0.03446951515009453	LBH;CD7;ZFP36L1
SKELETAL MUSCLE (BULK TISSUE)	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.6386072790719095	-0.039846790829821906	TMOD1;HBA2;HBA1
THYROID (BULK TISSUE)	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.7167118883770357	-0.04472023673596523	COL18A1;SMIM1;FAM83A
WHARTONS JELLY	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.720486957229313	-0.04495578741610073	CNN1;SMIM1;FAM83A
